star_score,reple
10,시작한 지 얼마 안되어서부터 꿈을 얘기하는데 듣다보면 눈물이 난다. 그 꿈이 허황되기 때문일까 쉽게 꿈꿀 수 없는 그 꿈이 아름답기 때문일까. 생각보다 묵직한 음악으로의 시작이라 좋았고 처음 들어보는 잭 에프론의 목소리는 무척 무척 취향이라 놀라웠다
8,좀 뻔한 전개 스토리이긴 하지만 아주 재밌게 봤고 감동적이었습니다. 실화 영화인 것을 생각하니 더욱 좋았습니다. 가족이나 아주 친한 사람들과 함께 보면 아주 좋을 영화입니다. 명대사들이 많이 나오고 기대 이상이었습니다. 많은 분들께 추천합니다.
10,올해 최고의 뮤지컬 영화입니다단언컨데 꼭 다시한번 볼것입니다
10,라라랜드 보다 재밌다. 10만원이 넘는 비싼 뮤지컬 보다 1만원이 안되는 위대한 쇼맨이 한 수 위. 한해를 마무리하면서 세상을 살아가는데에는 역시 함께와 용기라는 생각을 다시 하게 해 주어서 좋았다. 연말에 가족들이 보기 딱 좋은 영화!!
세인트 주디
8,영화관에서 볼만한 영화다. 우리가 놓치고 있는 인간의 모습을 담았다. 무분별한 인권호소가 아니라 정말 필요한 이들의 간절함을 호소하며 대변하는 변호사 주디의 모습이 멋지다.
10,스토리 연기 다 좋았어요
10,끈기로 세상을 바꾼 변호사. 마음을 움직이는 스토리.
10,바라봐주고 이해하고 들어주는 것으로 시작하는 세상의 변화를 실천하는 작은 움직임이다.
10,"이 시대에 꼭 필요한 영화 인권, 정의에 대해 다시한번 생각하게 만든다"
10,"온 세상의 주디, 그리고 주디가 될 사람들을 위한 영화."
10,큰 기대없이 감상평만 보고 선택했는데 정말 선택하길 잘했어요.영화비가 아깝지가 않아요. 잔잔하게 그려냈는데 영화인데 몰입하게 되고 지루할 새도 없이 끝났어요.
10,주디 우드의 끈기가 세상을 바꾸다
10,약자를 위해 끝까지 싸워 당당히 세상을 바꾼 주디. 감동적입니다. 우리 나라에도 이런 변호사가 많아지길 바랍니다.
10,주디 우드 그녀의 끈기에 보는 사람까지 용기를 얻게 되는 영화!!
소년 아메드
9,"영화가 끝나도 바뀌는 것은 없다. 아메드가 배교자라고 믿는 선생님을 죽이려고 가슴에 품은 흉기로 그 배교자 선생님에게 도움을 구하려고 철조물을 두두리는 장면에서 우리는 우기가 가지고 있는 무기를, 신념을, 종교를 어떻게 써야 하는지 분명한 답을 다르데 형제는 주고 있다. 바로 남을 변화시키려고 쓰는 것이 아니라 자신을 위해, 자신을 살리기 위해 써야 되는 것이다."
10,"사랑 앞에서도 동경하던 천국문이, 죽음 앞에서는 지푸라기를 잡는구나.."
10,"타란티노였다면 대책없는 막장 종교힙찔이로 묘사했을 싸이코 킬러의 탄생기를, 다르덴 형제는 이처럼 정연하게 표현했다."
8,신념에 잠식되어 어디로 가는지 모르고 달리는 소년에게 다르덴 형제는 말 없이 지켜보다 조용하게 손을 건낸다. 언제나 희망을 놓지 않는 그들의 시선에 경의를 표한다.
7,광신도 소년의 내적 성장기
7,이 영화보면 이슬람교를 나쁜쪽으로 생각하는 사람들이 많아질거 같아요. 배신하는 사람들은 살해하라는 알라의 뜻인지 끝까지 어린애가 죄없는 여자선생을 죽이려하네요.
8,자신이 굳게 믿고 있는 신념일지라도 인간과 사회가 분리된다면 끝없이 회의해야함을 느낀다. 사람은 사람에 의해서 영향을 많이 받기에 올바른 스승과 사람들과의 연대가 중요함을 또한 그러한 사람이 되도록 끊임없이 사람과의 대화가 필요하다.
6,"정말, 영화의 끝이 변화의 시작일까"
8,너를 묵묵히 응원하는수밖에
10,"이 영화를 보고 영화관을 나오자, 머리 속에서 다시 시작되는 영화 ..모든 결정은 인간 몫임을.."
비바리움
10,오은영 선생님이 절실했던 영화
7,"자유라는 선의로 포장되어 있으나 실상은 한정된 선택권속에 그들이 제공하는 의식주를 소비하며 그들의 감시체제 하에, 그들의 기득권을 유지해주기 위해 끊임없이 희생되는 소시민들의 고단한 인생여정."
10,생각을 많이 할 수 있는 영화입니다. 씁쓸해지면서도 공감되고 소름끼치기도 해요.
7,보금자리같은 미로에 영원히 구속된 가족이라는 사슬
9,"개인적으로 제목처럼 외계인의 실험장 같은 느낌이 듭니다, 인류를 모방한 생물로 인류의 생태를 관찰.단순히 집을 보러 온 사람들은 운이 없는 거겠죠 인간이 아무 곤충을 잡아서 관찰하는 것처럼..."
8,유오성 해외진출작 ㅇㅇ
10,큰돈들이지 않고 큰 CG효과 없이 이렇게 현실적인 공포를 만들수 있는 천조국이 부럽다..
10,그냥 미스터리 좋아하는 사람은 평점 10점짜리임
8,다시는 들을 수 없을 줄 알았던 음악과 남자의 마지막 고백은 비극적인 결말에 한줄기 희망이었다. 영화는 악마의 메세지가 겻들어있지만 결국 우리가 한가지 깨달을 수 있는건 냄새를 맡고 맛을 느끼고 음악을 듣고 사랑을 하고 아이를 낳아 기르는 인간의 삶은 그 자체로 무의미하지 않았다는 것이다. 단지 우리가 그 소중함을 잊고 살뿐.이 영화는 현대인을 잔인하게 벌하고 비판하는 한편의 풍자극 이었다.
6,설정은 독특하나 영화보다가 내가 돌겠군..^&^
시네마 천국
10,배경음 love theme의 감동적인 선율과 영사기에서 나오는 달콤한 키스 장면들을 보며 토토의 회상에 젖은듯한 애잔한 표정 지금도 잊을수가 없다.
9,불멸의 명작. 영화인을 꿈꾸는 사람이라면 반드시 봐야할 영화
10,"탄탄한 스토리와 거장 엔니오 모리꼬네가 만들어낸 최고의 영화. 몇번을 봐도 마지막장면에선 항상 토토와 함께 눈물을 흘린다. 우정, 사랑, 추억이 어우러져 가슴을 절로 아련하게 만든다. 숨은 이야기가 담긴 감독판으로 재상영 했으면 하는 바람이.."
10,20년이 훨씬 지났지만 아직도 생각하면 가슴이 벅차네요...
10,오랜만에 다시 보아도 너무 예쁘고 사랑스런 눈물나게 하는 영화
10,지금 극장에 걸려 있는 건 축약판(123분). 축약판만 보신 분들은 꼭 감독판(173분)도 구해서 보시길. 전혀 다른 맛을 느낄 수 있음. 나는 개인적으로 감독판을 훨씬 더 좋아함...훨씬 더 뭐랄까 맛이 깊어서.
10,"10대에 보았다 그때는 왜 눈물이 그치지 않는지 알수가 없었다. 30중반 이제서 다시 보고 알게 되었다.. 첫사랑같이 추억은  아름답지만  그립지만 다시는, 다시는 가질수없는 안타까움 때문이다."
1,영화관에서 절대 보지말아라 이야기를 끌어가는 주요 이야기인 엘레나와 토토의 재회부분을 끝에 통째로 들어냈다. 상영시간 때문에 그랬을거지만 이건 범죄 수준에 가깝다. 번역도 개판이고 이 영화를 진심으로 사랑하는 사람으로써 배급사 죽여버리고 싶다.
10,아 근데 재개봉 버전 뭐이렇게 삭제된 장면이 많냐;; 후반 엘레나 시퀀스는 통째로 삭제됐네
10,삶의 모든 것이 들어있었다 ㅠㅠ
주식회사 스페셜액터스
9,너네 정체가 뭐야???
10,우에다 신이치로의 성공이 거짓이 아님을 증명한 코믹 수작!
10,ㅋㅋㅋ우에다 신이치로 감독이 우에다 신이치로 함
8,역시 장르를 가르는 감독이었다. 이 세상 가장 알다가도 모를 거대한 치유극.
10,귀엽고 사랑스러운 코미디 ㅋㅋ
10,카메라를 멈추면 안 돼를 재밌게 본 사람이라면 만족할듯ㅋㅋ
10,카메라를 멈추면 안돼 재방송.  정말 영화 내내 잘 버텨준 내게 더 큰 감동을 받았다.
부활
10,"신앙의 유무를 떠나 한 사람의숭고함에 가슴이 먹먹해지며자신을 돌아보게 만드는 영화였습니다.이태석 신부님이 돌아가셨을때우리는 의문을 가졌습니다.&#39;왜 할 일이 많은 젊은 사제를 불러가셨나고요&#39;하지만 우리는 지금 알고 있습니다.신부님의 죽음은 한 알의 밀알이 되어수많은  열매를 맺었다는것을요.신부님의 모습을 늘 기억하는 제자들의삶에서도 하느님의 현존하심을느꼈습니다.&#39;가장 보잘것없는 이에게 해 준것이바로 나에게 해 준것이다&#39;라는말씀을 품고 산 신부님의 삶이야말로제 인생의 좌표같은것입니다이기주의와 욕심으로 얼룩진이 현실에서 샘울같은 신선함으로우리를 일깨워주는 다큐영화,소위 돈 되는 영화도 아니지만이렇게 만들어 주셔서참 감사드립니다"
10,한사람의 희생과 죽음으로 끝난것이 아니라 그의 선함에 대한 영향이 재창출되고 부활되어 수십명의 또다른 이태석 신부님이 자라나는 것을 보면서 가슴 한곳이 저린 영화였습니다.
10,"마음이 따듯해지는영화..요즘 코로나로 다들 너무 차가운데,.. 마음 한켠이 먹먹하고 뭉클해집니다..특히나 의사로 성장한 아이들...정말 눈물나고 마음이 좋네요....강추합니다"
10,"이태석 신부님은 계시지않지만, 신부님이 베푸신 희생과 사랑은 영원히 남아있다는것을 알 수있었던 영화였습니다.개인주의, 이기주의적인 현대시대에 자신의 삶을 다시 한번 되돌아보고 생각하게 만들어줍니다.각자가 꼭 한번씩은 보고 깊히 생각할 기회가 되었으면 좋겠습니다."
10,‘너희가 이 가장 작은 이들 가운데 한 사람에게 해 준 것이 바로 나에게 해 준 것이다.’라는 말씀을 실천하신 신부님. 섬김의 삶을 통해 톤즈의 아이들의 삶을 바꾸고 그들이 다시 &#39;이태석&#39;신부가 되어 섬김의 삶을 사네요.보는 내내 눈물이 나네요.
10,요즘 같은 세상에 진정한 사랑을 본것같다
10,"아직 자식은 없지먼 자식은 부모의 거울이란 의미를 확실히 깨달은 영화이고, 너무 감동적이고 여운이 가시질 않습니다. 울지마톤즈를 안봐도 공감할 수 있는 내용들이고 나를 다시 돌아볼 수 있는 영화였습니다. 코로나로 삭막해진 이시기에 좋은 영화 감사합니다."
10,"이태석 신부님이 뿌려놓은 씨앗들이 헛되이 흩어지거나 말라죽지 않고, 얼마나 단단히 뿌리를 내렸는지 알 수 있었다. 한 사람이 지구 반대편에 미친 선한 영향력에 얼마나 큰지... 이태석 신부님은 예수님같은 분이셨다. 사랑을 몸소 보여주셨고, 말씀을 실천하셨다.지구 반대편,  총 소리가 끊이지 않고, 부족이 다 다른 남수단에서 음악이, 희망이 피어나게 하신 그 희생...사후 10년뒤 의사, 약사, 방송인이 된 수많은 제자들로 열매맺었다. 신부님의 사랑에 영화내내 눈물이 흘렀다.감사합니다. 당신의 희생으로 예수님의 사랑을 보았습니다."
10,한사람의 희생의 밑거름으로 세상을 변화시키는 그의제자들미래가 없었던 작은 나라의 마을에 희망의 불꽃이 되어 먼 훗날 세상을 변화시키는 작은 걸음이될수 있으면 하는 마음이 들게하네요악해져만가는 마음을 깨끗게 하는 영화입니다
10,"처참한 내전의 땅에서 새로운 미래를 꿈꾸고 만들어가는 남수단의 청년들의 도전에 박수를 보내며, 꼭 한 번쯤 보고싶고, 느끼고 싶던 영화였습니다."
킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-
10,동성애 혐오자들아.. 2D 남자는 에이즈 안 걸려요....  불쌍하니까 프리즘의 여신님께서 뚝배기 깨드릴 겁니다.. 다시 태어나면 꼭! 은시우의 엉덩이 꿀이 되는 축복을 받으시길.... 파이팅!
10,올해 최고의 애니입니다
2,이 뭔 오타쿠들이지...?
2,
1,그냥 존나 별로임 재미없어..
10,
10,
1,욱십욱우웩에에엑
10,너무 좋아요! 앞으로도 많이 내주세요
10,거의 모든 무대를 한번에 볼수있어서 너무 좋았어요!!
존 윅
10,"빵점주든 말든 상관없어 나는 개 통쾌하게 봤으니깐.. 이 영화를 보게됨으로써 내 심장을 뛰게하고 아드레날린을 솟구치게 스트레스를 풀면 됬지 무슨 개연성, 스토리 연연하고 있어.. 난무튼 개 통쾌하게 봤다."
10,'그까짓' 개 때문에 라고 하는데 존윅한텐 '그나마 있던' 개였다..
10,개연성 타령하려면 제대로 보고 개연성 타령해라. 단순한 개가 문제가 아니라 그 개가 담고있는 의미도 같이 생각을 해야지.
10,난 총으로 이렇게 멋있게 싸울수있는줄 처음 알았어. . 진짜 키아누리브스는 상남자 연기 쩌시는듯
10,"이 영화가 &#39;아저씨&#39;나 &#39;용의자&#39;같은 영화보다 평점이 낮다는게 참ㅋㅋㅋ. 8점대넘는 국내 액션영화들은 스토리 개연성있고?ㅋㅋㅋ 나도 스토리 따지는사람이지만 이 영화는 스토리 갖다버려도 연출력, ost, 그리고 배우들 연기력만으로도 충분했던"
8,사람은 자신의 본성을 바꿀 수 없다. 주인공은 사랑하는 사람으로 인해 본성을 최대한 죽이고 다른 삶을 살고자 했다. 하지만 개가 발단이 되어 죽었던 본성이 살아나게 된거다. 그러니 개 한마리 때문에.. 라는 얘기는 그만들 하시길...
10,간만에 본 키아누리브스 영화 중 최고!!
10,영화나 보구 점수줘라!! 이런게 영화야 영화!!!
10,이 영화를 보면서 이퀼리브리엄이 떠올랐다..그만큼 재미있다는거지.
9,본격 개를 통한 힐링 액션물ㅋㅋㅋㅋ 사운드 빵빵하고 액션도 빵빵하고 설정도 군더더기 없이 깔끔하다. 괜한 어줍잖은 감성팔이 스토리로 액션영화 만든 것 보다는 낫다. 그러게 왜 개를 건드려가지고는. 조막만하더마. 때릴 때가 어딨다고.
큐리오사
4,처음부터 끝까지 홀딱 다 벗고 나옴...적나라하게 다 나옴....대낮인데 영화관안에 6070대 할배 및 50대 아재들만 있더군...난 중간에 나옴....재미없음...
